hotel_name,rating,description,address,url,city,latitude,longitude
PARADISE Earth & Sea,8.7,"PARADISE Earth & Sea in Marseille offers aparthotel-style accommodations with free WiFi, air-conditioning, and private bathrooms. Each unit includes a kitchenette, city views, and a balcony or terrace.","32 Rue Paradis, 13001 Marseille, France",https://www.booking.com/hotel/fr/paradise-eart-amp-sea.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=16&hpos=16&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.2933693,5.376677
Appartement lumineux du Panier proche Cathedrale et MuCem,7.2,"The apartment offers streaming services, a washing machine, and a fully equipped kitchen with a refrigerator, microwave, electric kettle, and kitchenware. Additional features include a dining table, wardrobe, and free toiletries.","Rue Sainte-Françoise 11, 13002 Marseille, France",https://www.booking.com/hotel/fr/appartement-lumineux-du-panier-proche-cathedrale-et-mucem.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=15&hpos=15&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.2979962,5.3661184
Novotel Marseille Centre Prado Vélodrome,8.0,"Novotel Marseille Centre Prado is located in one of Marseilles’ business districts. It is 50 metres from the Périer Metro Station providing access to all areas of the city, and 1.5 km from the Orange Velodrome Stadium.

Air-conditioned guest rooms feature a flat-screen TV with satellite channels and a mini-fridge. There are also facilities for making tea and coffee, and the bathrooms include a hairdryer and free toiletries. Free Wi-Fi access is provided.

The restaurant Novotel Café offers a menu of seasonal produce and daily specials featuring original and modern cuisine with a selection of salads, sandwiches, meals and desserts. Guests can have a professional meeting, or enjoy a glass of wine in the open space.

Centre de Congrès is 1 km away and the hotel is 2 km from the Old Port and La Canebière Boulevard; all of which are accessible by transit.

Marseille Saint-Charles Train Station is a 10-minute drive away and Marseille Airport is a 30-minute drive away. Marseille Chanot Exposition Centre is 1.2 km away. Paid public parking is available nearby with charging stations for electric cars available.","103, Avenue du Prado, 13008 Marseille, France",https://www.booking.com/hotel/fr/novotel-marseille-centre-prado.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=14&hpos=14&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.28068115402996,5.387088060379028
Hotel Gambetta,3.7,"Hotel Gambetta in Marseille offers private bathrooms with city views, free toiletries, showers, TVs, and wardrobes. Each room ensures a pleasant stay with modern amenities.","49 Allée Léon Gambetta, 13001 Marseille, France",https://www.booking.com/hotel/fr/gambetta-marseille1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=13&hpos=13&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.2992907,5.3837702
Hôtel Amoi Vieux Port - Marseille,9.1,"Hôtel Amoi Vieux Port in Marseille offers family rooms with air-conditioning, private bathrooms, and free WiFi. Each room includes a work desk, TV, soundproofing, and wardrobe.","26 Rue Breteuil, Castellane et Préfecture, 13006 Marseille, France",https://www.booking.com/hotel/fr/amoi-vieux-port-marseille.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=12&hpos=12&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.2898164291179,5.37592555079948
Hotel Belle-Vue Vieux-Port,8.5,"Located on Marseille Vieux Port, Hotel Belle-Vue Vieux-Port is an eco-friendly hotel offering views of the Notre-Dame de la Garde, Saint Jean Fort and Pharo Garden. Set in a typical Marseillaise building, it has a cocktail bar and an wrought-iron central staircase dating from 1900. Free WiFi access is available.

Please note that there is no elevator to access the front desk located on the first floor of the hotel.

Each room at the Hotel Belle-Vue is also equipped with air-conditioning and a flat-screen satellite TV, and most have large windows with views of the port. The private bathrooms have a hairdryer and either a shower or a bathtub. Ironing facilities are available.

A continental breakfast is provided daily and can be enjoyed in the guest rooms. The hotel’s restaurant serves traditional cuisine from the south of France. La Caravelle cocktail bar has a balcony where guests can enjoy a drink.

The 24-hour reception offers local tourist information and newspapers are available every morning.

Hotel Belle-Vue Vieux-Port is just 250 metres from the Vieux-Port Hotel de Ville Metro station, which provides direct access to the Saint Charles Train Station.","34, Quai du Port, 13002 Marseille, France",https://www.booking.com/hotel/fr/belle-vue.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=11&hpos=11&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.29641559604076,5.372060984373093
HOTEL SYLVABELLE,5.2,"Hotel Sylvabelle in Marseille offers family rooms with private bathrooms, free toiletries, showers, TVs, and tiled floors. Each room includes a wardrobe for added convenience.","63 Rue Sylvabelle, Castellane et Préfecture, 13006 Marseille, France",https://www.booking.com/hotel/fr/sylvabelle-marseille12.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.288849,5.377536
The Babel Community Hôtel - Vieux Port,8.4,"The Babel Community Hôtel - Vieux Port in Marseille offers a central position with a view. Plage des Catalans is 2 km away, while Vieux Port Metro station is a 5-minute walk. Saint-Ferreol Street lies 300 metres nearby.","21 Rue Haxo, 13001 Marseille, France",https://www.booking.com/hotel/fr/grand-t1-vieux-port-salle-de-sport-amp-rooftop.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.2937579,5.3774478
RockyPop Marseille Hôtel,9.0,"RockyPop Marseille Hôtel in Marseille offers family rooms with air-conditioning, balconies, and free WiFi. Each room includes a private bathroom, soundproofing, and modern amenities.","60 Rue du Rouet, Castellane et Préfecture, 13006 Marseille, France",https://www.booking.com/hotel/fr/citadines-aparthotel-marseilleprado.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.28282806447971,5.387259051203728
ibis budget Marseille Vieux Port,7.5,"Located in the heart of Marseille, ibis Budget Marseille Vieux Port offers a 14th-Century façade and a cocktail bar. The old port is just a 3-minute walk away and the train station is a 25-minute walk away.

All rooms are air-conditioned and feature a flat-screen TV with satellite channels, a desk, wardrobe and heating. The bathroom includes a shower and free toiletries.

A buffet breakfast is available each morning at ibis Budget Marseille Vieux Port and guests can also enjoy the bar on site. Restaurants are found within walking distance.

The beach is 1.6 km from the hotel and Marseille Opera is a 10-minute walk away. Additional features include luggage storage, a lift, free WiFi access and subject to availability.","46 Rue Sainte, 13001 Marseille, France",https://www.booking.com/hotel/fr/etap-marseille-vieux-port.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.29220855923841,5.373554974794388
ibis Styles Marseille Palais des Congrès Vélodrome,8.6,"Located 1 km from the Orange Velodrome in South Marseille, the ibis Styles Marseille Velodrome Convention Center has air-conditioned rooms with free Wi-Fi, Canal+, and satellite TV.

The on-site restaurant serves a buffet breakfast and traditional French cuisine for lunch and dinner. Guests can relax in the evenings in the property’s spacious bar.

The property offers a 24-hour front desk and meeting facilities.

The ibis Styles Marseille Velodrome Convention Center is 3 km from Marsaille's Vieux Port and 2 km from the nearest beach. The hotel has a car park.","162 Boulevard Rabatau Daniel Matalon, 13010 Marseille, France",https://www.booking.com/hotel/fr/ibis-styles-marseille-palais-des-congres-velodrome.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.28066065110931,5.399563014507294
Hôtel Maison Montgrand - Vieux Port,8.4,"Ideally located in the centre of Marseille, Hôtel Maison Montgrand - Vieux Port offers air-conditioned rooms, a garden, free WiFi and a terrace. The property has a bar, as well as a restaurant serving French cuisine. The accommodation provides room service, and luggage storage for guests.

All guest rooms in the hotel are equipped with a flat-screen TV. With a private bathroom fitted with a shower and free toiletries, some units at Hôtel Maison Montgrand - Vieux Port also have a city view. At the accommodation all rooms include bed linen and towels.

A continental, American or gluten-free breakfast can be enjoyed at the property.

Non-stop assistance is available at the reception, where staff speak Arabic, English, Spanish and French.

Popular points of interest near Hôtel Maison Montgrand - Vieux Port include Saint-Ferreol Street, Vieux Port Metro station and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 23 km from the hotel.","35 Rue Montgrand, 13006 Marseille, France",https://www.booking.com/hotel/fr/montgrand.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.2909627,5.376429199999961
«Entre Terre et Mer » 5mins à pied Plage/15mins Vieux Port,7.0,"The apartment offers two bedrooms and a living room with a sofa. Guests enjoy free WiFi, streaming services, and a washing machine. The kitchen is equipped with a refrigerator, microwave, dishwasher, oven, and electric kettle.","50 Rue Sauveur Tobelem, 13007 Marseille, France",https://www.booking.com/hotel/fr/entre-terre-et-mer-5mins-a-pied-plage-15mins-vieux-port.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.2873935,5.3609536
MEININGER Marseille Centre la Joliette,8.5,"MEININGER Marseille Centre la Joliette in Marseille offers family rooms with air-conditioning, private bathrooms, and city views. Each room includes a seating area, free toiletries, and soundproofing.","25/27 Rue de Forbin, 13002 Marseille, France",https://www.booking.com/hotel/fr/meininger-marseille-centre-la-joliette.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4As_xm9AGwAIB0gIkOWJjNDI2ZmMtM2Y0OS00OWVjLThmZWEtOGJkNDEzMWQwMDY52AIB4AIB&sid=6a5a03abc590e516f802d74dc1773b96&dist=0&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1778841809&srpvid=e9e04b6782ac001a&type=total&ucfs=1&,Marseille,43.30574814984538,5.371058398811321
