hotel_name,rating,description,address,url,city,latitude,longitude
Home Cassis - Maison Méditerranée - Piscine chauffée à 30c,8.6,"Home Cassis - Maison Méditerranée in Cassis offers direct beachfront access with stunning sea views. Guests can relax on the sun terrace or take a dip in the infinity swimming pool, heated to 30°C.","6 Avenue Abbe Cabrol, 13260 Cassis, France",https://www.booking.com/hotel/fr/home-cassis-maison-mediterrannee.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=16&hpos=16&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.219776350851,5.53745873272419
Le Perchoir de Cassis Cocoon,9.1,"Le Perchoir de Cassis Cocoon in Cassis offers a comfortable apartment with free WiFi, air-conditioning, and a private bathroom. The kitchen is equipped with a refrigerator, microwave, dishwasher, and stovetop.","35 Avenue Victor Hugo, 13260 Cassis, France",https://www.booking.com/hotel/fr/le-perchoir-de-cassis-cocoon.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=15&hpos=15&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.2146895,5.5394424
Chez nous Cassis,9.1,"Chez nous Cassis in Cassis offers air-conditioned rooms with private bathrooms, terraces, and garden views. Each room includes a private pool, soundproofing, and a private entrance.","69 av des terrasses, 13260 Cassis, France",https://www.booking.com/hotel/fr/chez-nous-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=14&hpos=14&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.226680454094776,5.537322945892811
LE SEPT charmant studio aux portes des calanques,9.9,"LE SEPT charmant studio aux portes des calanques in Cassis offers a 3-star apartment with one bedroom and a bathroom. Guests enjoy a swimming pool with a view, sun terrace, and a lush garden. Free WiFi is available throughout the property.","7 Avenue des Carriers, 13260 Cassis, France",https://www.booking.com/hotel/fr/le-sept-charmant-studio-aux-portes-des-calanques.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=13&hpos=13&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.2175997,5.53235
L'appart Cassis,9.1,"L'appart Cassis in Cassis offers a terrace with city views and a private entrance. The apartment features air-conditioning, a fully equipped kitchen, and a private bathroom.","17 Avenue Victor Hugo, 13260 Cassis, France",https://www.booking.com/hotel/fr/appart-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=12&hpos=12&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.214378,5.5387926
Hotel de La Plage - Mahogany,8.9,"With views of the highest cliff in Europe and over the Mediterranean Sea, Hotel de La Plage - Mahogany is set on the beachfront in Cassis. located 30 metres away. Free WiFi is provided throughout the property.

The contemporary air-conditioned rooms at Hotel de La Plage - Mahogany are equipped a flat-screen TV and a safety deposit box. Each room has a private bathroom with a bath or shower, free toiletries and a hairdryer. Some rooms have a private terrace with a sea view.

There is a lounge bar and a sun deck facing the sea. A continental breakfast is available for an extra charge and includes pastries, fruit, meat, cheese.

Hotel de La Plage - Mahogany is just a 5-minute walk from the Port of Cassis and Marseille is 24 km away. The nearest airport is Marseille Marignane, 54.5 km away. Circuit Paul Ricard is 40 minutes&#39; drive away and Train station Gare St Charles is 32 km from the hotel. A private car park is available at a surcharge and upon availability.","19 Avenue De L'amiral Ganteaume, 13260 Cassis, France",https://www.booking.com/hotel/fr/de-la-plage-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=11&hpos=11&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.213349460527084,5.531262829899788
HPC Suites,9.1,"HPC Suites in Cassis offers family rooms with private bathrooms, air-conditioning, and free WiFi. Each room includes a private pool, balcony with sea views, and modern amenities such as a washing machine and flat-screen TV.","10 Avenue Augustin Isnard, 13260 Cassis, France",https://www.booking.com/hotel/fr/hpc-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.2169052,5.54144610000003
Au son des Cigales,9.0,"Au son des Cigales in Cassis offers a 1-star apartment with one bedroom and one bathroom. The property features a fully equipped kitchen, washing machine, and free WiFi.","étage 2 16 Avenue du Picouveau, 13260 Cassis, France",https://www.booking.com/hotel/fr/au-son-des-cigales-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.215086781027,5.530949017791
Appart Bianca T2 - Terrasse - Parking - Calme - 1mn de la mer,9.3,Appart Bianca T2 in Cassis offers direct beachfront access with stunning sea views. Guests can relax on the sun terrace or enjoy the outdoor seating area.,"40 Avenue Jean Jacques Garcin, 13260 Cassis, France",https://www.booking.com/hotel/fr/appart-bianca-t2-terrasse-parking-calme-1mn-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.207747,5.5221918
Au Petit chez Soi,9.0,Au Petit chez Soi in Cassis offers direct beachfront access and a terrace with stunning sea views. Guests can relax on the patio or dine outdoors in the outdoor dining area.,"Croisement Rue Auguste Vidal, Rue Severin Icard, 13260 Cassis, France",https://www.booking.com/hotel/fr/le-16.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.215481591153036,5.537836249826569
LE PROVENCAL - Hyper centre - Clim - Terrasse,9.0,"LE PROVENCAL in Cassis offers a spacious apartment with a sun terrace and free WiFi. The property includes air-conditioning, a fully equipped kitchen, and a private bathroom.","4ème étage 10, rue de l'arène, 13260 Cassis, France",https://www.booking.com/hotel/fr/studio-cassis-cassis12.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.2135229,5.5397319
Hotel Le Golfe,8.2,"Situated on the fishing port of Cassis, Hotel Le Golfe is just 400 metres from the sandy beach. It features an ice-cream parlour and a shaded terrace overlooking the harbour.

A flat-screen TV is provided in each air-conditioned guest room. Some rooms feature a balcony with sea views. All of the rooms have a simple décor and a private bathroom with amenities.

Provencal cuisine, including seafood and salads, is served in the restaurant at Le Golfe hotel. A buffet breakfast is prepared every morning.

There is a Provencal market in the village every Wednesday and Friday morning. Cassis Train Station is 3 km from the hotel and Marseille is 28 km away.","3, Place Grand Carnot, 13260 Cassis, France",https://www.booking.com/hotel/fr/le-golfe-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.21443437507463,5.535294860601425
Villa Bobnell,9.5,Villa Bobnell in Cassis offers a spacious apartment with a garden and terrace. Free WiFi is available throughout the property.,"4 Impasse du 8 mai, 13260 Cassis, France",https://www.booking.com/hotel/fr/villa-bobnell.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.22045190000001,5.536090800000011
Cassis Hostel,9.4,"Cassis Hostel in Cassis offers family rooms with private bathrooms. Each room includes a private entrance, garden views, and tiled floors.","4 avenue du Picouveau, 13260 Cassis, France",https://www.booking.com/hotel/fr/cassis-hostel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.21634592786943,5.5328138172626495
"L’Aiguade, appartement d'exception à Cassis",9.6,"L’Aiguade in Cassis offers direct beachfront access with stunning sea views. Guests can relax on the sun terrace or in the garden, enjoying the serene surroundings.","12 Avenue de l'Amiral Ganteaume, 13260 Cassis, France",https://www.booking.com/hotel/fr/aiguade-appartement-d-exception-a-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.2141154,5.5338211
La douceur de Cassis,9.3,"La douceur de Cassis in Cassis offers a sun terrace and free WiFi. Guests enjoy sea views, air-conditioning, and a balcony. The apartment includes a washing machine, kitchen with modern appliances, and a dining area.","16 Avenue du Picouveau, 13260 Cassis, France",https://www.booking.com/hotel/fr/la-douceur-de-cassis.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9jYXNzaXNIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoyD9tAGwAIB0gIkYjZhMTg4NWEtMzI3Yi00M2I5LWI3ZGQtZmM1YmYwYWEyOTBh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318606&srpvid=8df85b06b0580060&type=total&ucfs=1&,Cassis,43.215009,5.530956
